trip_id,passenger_id,entry_station,exit_station,trip_datetime,fare
29532,658,1,2,2024-01-02 16:43:00,18.44
29533,1870,2,5,2024-01-21 22:19:00,40.19
29534,1118,10,8,2024-03-07 19:03:00,10.31
29535,938,8,5,2024-03-11 12:52:00,53.4
29536,518,8,10,2024-01-23 20:32:00,18.7
29537,1623,3,1,2024-03-27 21:23:00,39.94
29538,45,8,3,2024-03-02 21:22:00,25.98
29539,1833,2,8,2024-01-01 09:01:00,53.69
29540,1064,2,7,2024-02-24 08:55:00,33.77
29541,1952,6,5,2024-03-06 20:21:00,43.58
29542,899,3,5,2024-01-30 08:35:00,10.74
29543,298,2,9,2024-01-12 22:16:00,32.94
29544,1664,8,9,2024-02-04 07:55:00,21.46
29545,858,4,5,2024-01-26 22:35:00,24.43
29546,915,7,5,2024-01-25 21:08:00,30.08
29547,1584,4,6,2024-03-15 19:26:00,21.34
29548,1719,2,7,2024-02-02 14:01:00,51.83
29549,96,1,9,2024-03-22 13:21:00,52.16
29550,714,6,3,2024-01-30 20:17:00,54.12
29551,1996,4,3,2024-03-10 13:49:00,54.77
29552,412,4,8,2024-03-20 06:28:00,35.04
29553,443,5,1,2024-01-24 07:00:00,43.59
29554,1331,1,10,2024-03-21 20:55:00,24.47
29555,1631,6,8,2024-01-17 14:13:00,32.83
29556,629,7,9,2024-01-09 22:12:00,45.24
29557,573,8,3,2024-01-03 06:37:00,22.34
29558,864,7,6,2024-03-25 08:27:00,49.92
29559,993,9,6,2024-02-01 07:12:00,22.26
29560,317,4,2,2024-02-22 07:52:00,18.79
29561,1372,4,9,2024-03-20 07:13:00,20.5
29562,667,5,10,2024-02-16 21:36:00,46.44
29563,1816,2,1,2024-03-13 21:01:00,14.5
29564,423,1,10,2024-01-11 18:12:00,23.85
29565,81,4,3,2024-02-26 21:39:00,59.04
29566,1705,8,5,2024-03-04 14:24:00,40.21
29567,1004,3,6,2024-02-15 10:43:00,56.57
29568,42,2,4,2024-03-30 15:02:00,53.06
29569,1616,9,4,2024-02-07 14:57:00,52.4
29570,954,3,8,2024-03-09 13:45:00,27.28
29571,178,8,1,2024-03-14 22:19:00,48.98
29572,1095,10,4,2024-01-01 06:36:00,45.74
29573,1937,7,6,2024-01-28 12:26:00,57.93
29574,1871,2,7,2024-01-24 18:20:00,52.93
29575,1517,3,7,2024-03-08 21:46:00,20.55
29576,29,6,10,2024-02-15 14:42:00,15.49
29577,1131,9,1,2024-01-21 06:19:00,50.86
29578,1828,6,3,2024-01-05 20:04:00,27.95
29579,1066,8,9,2024-01-15 17:44:00,27.05
29580,1257,6,9,2024-03-24 18:54:00,20.76
29581,1052,7,3,2024-03-31 21:37:00,48.27
29582,1529,9,1,2024-02-26 10:16:00,15.02
29583,1267,5,8,2024-03-07 15:59:00,53.51
29584,644,8,5,2024-03-18 20:45:00,28.56
29585,1193,1,4,2024-01-22 17:41:00,25.15
29586,1136,6,10,2024-03-26 09:22:00,37.79
29587,171,2,7,2024-01-20 09:35:00,32.25
29588,1099,9,2,2024-02-26 16:04:00,16.64
29589,1097,6,8,2024-03-28 11:43:00,34.59
29590,1477,5,10,2024-02-29 21:57:00,41.1
29591,95,2,7,2024-03-12 08:36:00,39.22
29592,386,9,1,2024-03-31 19:38:00,25.76
29593,1540,5,3,2024-01-16 15:22:00,19.06
29594,287,7,2,2024-02-26 18:44:00,27.8
29595,358,9,3,2024-03-19 10:13:00,18.94
29596,1125,4,10,2024-01-09 12:59:00,26.09
29597,28,4,1,2024-02-06 08:33:00,44.52
29598,1721,5,6,2024-02-06 14:32:00,24.92
29599,279,4,6,2024-01-26 22:06:00,46.37
29600,1822,2,9,2024-02-22 17:59:00,40.13
29601,997,5,3,2024-03-20 10:15:00,38.81
29602,1186,4,10,2024-01-24 13:51:00,29.19
29603,70,4,3,2024-02-05 13:25:00,21.39
29604,1450,3,7,2024-03-03 07:15:00,21.01
29605,1136,8,9,2024-01-03 08:28:00,23.74
29606,1284,10,9,2024-02-26 17:13:00,52.51
29607,1168,10,8,2024-02-17 15:21:00,22.81
29608,226,5,4,2024-02-15 08:32:00,33.18
29609,38,3,9,2024-01-04 15:04:00,29.41
29610,1874,5,6,2024-02-23 07:30:00,16.52
29611,1902,2,1,2024-03-24 10:11:00,44.2
29612,1177,6,9,2024-02-08 17:59:00,48.39
29613,35,7,6,2024-01-07 06:18:00,28.57
29614,1040,7,10,2024-01-21 08:56:00,35.19
29615,277,4,5,2024-02-29 07:52:00,49.44
29616,202,7,5,2024-02-04 10:21:00,53.38
29617,1904,4,6,2024-02-08 15:54:00,35.57
29618,464,2,5,2024-03-04 15:41:00,32.61
29619,266,4,1,2024-01-09 14:57:00,49.48
29620,823,6,1,2024-03-25 17:28:00,14.91
29621,1926,4,6,2024-01-11 06:42:00,38.29
29622,1444,7,2,2024-03-07 20:00:00,43.14
29623,532,2,3,2024-03-13 22:45:00,51.71
29624,856,3,7,2024-03-03 07:50:00,41.07
29625,35,7,9,2024-03-11 13:21:00,28.9
29626,1801,10,6,2024-02-07 20:10:00,41.47
29627,1450,3,6,2024-03-04 09:47:00,15.68
29628,1859,5,7,2024-03-28 12:14:00,41.59
29629,1159,9,8,2024-01-09 20:15:00,55.57
29630,660,7,10,2024-03-17 17:32:00,37.13
29631,1485,7,3,2024-02-21 06:11:00,34.91
29632,14,10,1,2024-03-12 18:13:00,53.12
29633,377,3,8,2024-03-04 08:32:00,12.84
29634,1713,5,2,2024-03-13 13:55:00,56.24
29635,870,7,1,2024-02-19 12:28:00,43.78
29636,87,5,10,2024-02-20 08:43:00,25.12
29637,322,1,5,2024-01-07 15:51:00,13.78
29638,1198,4,9,2024-01-02 21:13:00,12.77
29639,747,2,9,2024-02-29 13:53:00,57.64
29640,794,4,2,2024-02-16 21:02:00,40.83
29641,1470,9,3,2024-01-21 10:16:00,10.11
29642,1300,5,7,2024-02-02 07:53:00,43.56
29643,593,9,4,2024-03-04 06:30:00,36.38
29644,1864,10,8,2024-01-24 06:40:00,22.25
29645,685,1,5,2024-02-25 22:01:00,34.59
29646,1523,6,1,2024-01-22 17:57:00,54.38
29647,1284,10,4,2024-01-02 10:39:00,42.59
29648,1924,5,2,2024-01-22 17:20:00,21.27
29649,1277,1,5,2024-01-31 06:25:00,55.85
29650,1304,10,2,2024-03-16 07:45:00,30.65
29651,262,1,5,2024-03-10 07:43:00,35.26
29652,1827,8,10,2024-02-25 22:32:00,58.46
29653,494,5,4,2024-03-18 18:01:00,25.93
29654,1257,2,4,2024-03-17 21:13:00,48.3
29655,513,4,8,2024-01-07 16:11:00,56.41
29656,687,5,4,2024-03-10 14:55:00,17.48
29657,289,1,8,2024-03-31 16:49:00,57.07
29658,1050,3,10,2024-01-23 14:06:00,41.46
29659,1179,8,1,2024-02-22 17:13:00,27.99
29660,1658,2,3,2024-01-30 08:28:00,24.28
29661,668,3,2,2024-03-09 10:20:00,26.1
29662,1308,2,1,2024-02-09 11:51:00,45.5
29663,614,8,1,2024-02-03 15:03:00,21.65
29664,431,9,4,2024-01-05 11:58:00,21.9
29665,1065,6,8,2024-03-17 20:22:00,44.71
29666,988,8,6,2024-03-16 16:37:00,53.81
29667,1236,3,4,2024-03-27 07:25:00,49.47
29668,658,9,5,2024-02-06 16:56:00,51.52
29669,1223,5,8,2024-01-25 06:05:00,55.3
29670,316,4,8,2024-02-07 22:59:00,10.63
29671,1352,7,5,2024-01-06 17:27:00,50.24
29672,1283,2,6,2024-03-14 19:06:00,59.85
29673,1045,5,3,2024-03-29 13:31:00,51.55
29674,567,10,7,2024-01-06 12:52:00,37.43
29675,1313,8,6,2024-01-04 22:09:00,32.15
29676,1837,4,3,2024-03-15 18:46:00,19.06
29677,266,9,6,2024-03-10 14:58:00,15.13
29678,440,1,8,2024-03-01 14:15:00,32.87
29679,171,4,5,2024-03-20 14:46:00,48.31
29680,1317,10,4,2024-02-01 16:46:00,50.59
29681,1814,2,9,2024-02-03 11:59:00,51.45
29682,326,8,9,2024-02-12 06:02:00,57.74
29683,554,5,8,2024-03-06 10:33:00,56.41
29684,753,5,7,2024-02-17 15:35:00,18.5
29685,859,10,3,2024-03-16 06:33:00,24.61
29686,2,1,3,2024-01-29 17:41:00,59.66
29687,789,10,9,2024-02-08 11:48:00,16.46
29688,1282,9,10,2024-02-16 22:12:00,34.68
29689,590,8,3,2024-03-19 22:50:00,28.65
29690,1359,8,5,2024-01-06 16:30:00,29.45
29691,615,4,8,2024-02-07 11:40:00,55.05
29692,1705,9,1,2024-02-22 07:47:00,13.72
29693,1102,3,6,2024-03-02 22:49:00,29.97
29694,794,3,2,2024-03-07 09:43:00,59.58
29695,886,8,9,2024-03-14 16:50:00,59.38
29696,22,5,1,2024-01-27 08:57:00,20.68
29697,1088,3,1,2024-01-01 06:29:00,43.97
29698,469,9,3,2024-02-12 14:16:00,43.63
29699,1144,7,6,2024-03-20 15:19:00,35.2
29700,1563,8,6,2024-03-16 21:43:00,10.18
29701,1523,6,1,2024-01-23 15:56:00,43.9
29702,1723,8,2,2024-02-27 13:22:00,50.59
29703,941,6,8,2024-01-26 18:14:00,44.47
29704,727,10,4,2024-02-21 06:23:00,27.85
29705,621,7,9,2024-01-06 06:46:00,22.41
29706,1679,4,10,2024-01-04 11:58:00,20.12
29707,1731,4,5,2024-03-25 06:44:00,37.96
29708,1950,6,10,2024-02-12 15:37:00,47.2
29709,1229,1,7,2024-03-26 07:18:00,25.29
29710,1915,2,5,2024-03-29 09:15:00,27.49
29711,841,7,2,2024-01-31 14:51:00,30.25
29712,721,7,4,2024-02-17 09:02:00,23.16
29713,908,2,3,2024-01-06 09:18:00,14.76
29714,254,7,4,2024-02-22 17:53:00,20.25
29715,1189,3,10,2024-02-17 15:39:00,21.64
29716,1662,1,5,2024-01-09 12:34:00,54.35
29717,322,5,6,2024-03-16 13:10:00,38.5
29718,1959,9,5,2024-01-30 16:51:00,20.05
29719,1044,9,3,2024-03-31 17:16:00,45.92
29720,439,2,1,2024-01-06 12:02:00,57.51
29721,1375,8,1,2024-03-03 19:29:00,22.54
29722,1709,6,7,2024-03-26 15:36:00,40.77
29723,1993,9,1,2024-01-23 16:24:00,18.01
29724,1115,10,6,2024-01-08 16:08:00,16.21
29725,1558,7,8,2024-03-20 11:40:00,57.72
29726,913,2,3,2024-03-12 06:57:00,44.04
29727,1446,5,2,2024-02-15 22:36:00,54.74
29728,1884,1,2,2024-03-15 09:04:00,25.7
29729,973,1,4,2024-02-18 08:19:00,19.33
29730,756,7,9,2024-02-09 15:05:00,25.72
29731,1196,9,8,2024-03-16 20:18:00,37.34
29732,954,4,6,2024-02-10 19:10:00,36.2
29733,1268,8,9,2024-03-03 18:26:00,33.4
29734,828,7,8,2024-02-26 09:45:00,23.48
29735,1394,4,2,2024-02-20 20:48:00,21.79
29736,1337,4,1,2024-03-10 18:55:00,15.61
29737,139,3,1,2024-03-20 16:47:00,53.57
29738,64,5,9,2024-03-26 18:33:00,37.57
29739,1368,9,7,2024-03-04 17:41:00,21.5
29740,68,6,7,2024-02-26 17:21:00,10.53
29741,322,2,4,2024-01-22 06:25:00,53.45
29742,1039,3,2,2024-02-27 12:12:00,29.87
29743,710,1,4,2024-01-05 19:02:00,39.33
29744,956,8,3,2024-01-21 07:53:00,25.61
29745,583,3,6,2024-01-08 16:01:00,21.52
29746,370,4,1,2024-03-22 17:38:00,26.28
29747,514,5,6,2024-02-13 22:00:00,57.86
29748,1127,1,6,2024-03-28 13:17:00,50.88
29749,1189,2,10,2024-01-16 18:02:00,45.02
29750,293,2,6,2024-01-08 21:21:00,12.39
29751,1919,1,9,2024-02-20 13:34:00,41.83
29752,300,1,6,2024-01-18 06:52:00,55.66
29753,639,5,9,2024-02-05 19:39:00,32.89
29754,1454,3,6,2024-02-16 14:03:00,50.09
29755,27,3,4,2024-03-05 09:50:00,58.68
29756,801,3,9,2024-02-15 06:17:00,59.29
29757,53,8,7,2024-03-28 17:43:00,10.65
29758,781,4,8,2024-02-23 06:22:00,52.47
29759,1149,4,7,2024-03-06 20:23:00,34.85
29760,913,7,3,2024-03-01 07:08:00,51.33
29761,1451,8,10,2024-02-27 21:56:00,18.25
29762,921,3,8,2024-03-11 10:19:00,47.45
29763,1346,6,9,2024-01-26 11:03:00,19.67
29764,510,5,6,2024-01-06 12:47:00,36.6
29765,1368,6,5,2024-02-14 19:27:00,18.7
29766,773,3,2,2024-02-09 09:44:00,35.29
29767,1902,7,3,2024-03-08 12:39:00,14.73
29768,919,2,6,2024-03-08 17:33:00,24.17
29769,1449,7,9,2024-02-12 21:14:00,32.7
29770,917,2,8,2024-03-11 11:19:00,51.87
29771,1384,3,7,2024-01-10 14:02:00,22.52
29772,1903,9,5,2024-02-20 07:36:00,22.97
29773,644,3,4,2024-02-16 19:06:00,14.01
29774,581,6,3,2024-03-30 13:59:00,17.9
29775,765,2,7,2024-03-15 10:33:00,37.56
29776,1989,3,9,2024-02-27 08:23:00,37.06
29777,1443,8,10,2024-03-10 11:36:00,30.38
29778,1731,1,10,2024-03-24 07:58:00,39.28
29779,313,9,4,2024-03-30 07:28:00,20.23
29780,1561,8,2,2024-03-05 14:59:00,34.67
29781,993,3,6,2024-01-31 06:30:00,49.78
29782,1704,2,6,2024-03-09 15:33:00,27.27
29783,1362,1,6,2024-03-29 12:11:00,12.22
29784,1509,5,4,2024-02-13 20:52:00,44.56
29785,1144,1,10,2024-01-06 15:55:00,43.01
29786,1521,6,5,2024-01-23 15:23:00,25.84
29787,1669,9,2,2024-01-26 22:02:00,58.93
29788,1248,7,8,2024-01-26 13:44:00,58.71
29789,1146,8,9,2024-01-06 08:12:00,37.55
29790,1618,6,3,2024-01-18 07:56:00,40.44
29791,1708,9,2,2024-03-23 17:52:00,45.6
29792,992,10,9,2024-03-07 06:12:00,31.94
29793,1575,7,1,2024-03-14 19:19:00,28.24
29794,1347,9,10,2024-03-26 18:11:00,40.62
29795,1129,4,8,2024-03-25 12:37:00,58.93
29796,1417,10,7,2024-02-23 19:10:00,32.23
29797,1641,2,4,2024-03-15 09:20:00,37.57
29798,1772,4,6,2024-03-29 18:39:00,21.69
29799,1666,5,1,2024-03-16 16:55:00,19.4
29800,1013,5,6,2024-02-16 21:10:00,35.62
29801,620,2,6,2024-01-17 07:32:00,46.6
29802,484,8,6,2024-03-15 22:43:00,44.13
29803,925,5,7,2024-02-07 20:20:00,46.52
29804,691,6,4,2024-01-07 06:32:00,17.74
29805,379,10,8,2024-01-13 22:58:00,48.36
29806,714,10,6,2024-02-21 14:49:00,24.37
29807,419,2,4,2024-03-12 22:33:00,20.91
29808,958,6,9,2024-03-18 20:34:00,14.5
29809,203,5,2,2024-03-12 07:25:00,54.97
29810,1675,1,7,2024-02-15 10:57:00,58.67
29811,697,1,6,2024-02-12 06:46:00,57.03
29812,1528,3,5,2024-02-04 17:32:00,42.29
29813,1107,9,3,2024-02-07 21:32:00,19.79
29814,870,9,3,2024-02-12 17:06:00,42.77
29815,894,5,9,2024-01-13 19:28:00,34.98
29816,286,7,1,2024-03-29 20:19:00,27.57
29817,1322,10,6,2024-02-25 11:26:00,20.21
29818,731,2,7,2024-01-06 08:40:00,42.74
29819,1313,8,3,2024-02-21 18:19:00,22.75
29820,1450,4,10,2024-02-13 10:24:00,16.46
29821,1007,8,10,2024-03-01 16:16:00,44.36
29822,1257,6,1,2024-02-20 14:50:00,30.17
29823,1727,1,5,2024-03-14 21:18:00,51.8
29824,1306,6,9,2024-03-01 10:48:00,23.09
29825,1772,8,3,2024-01-05 17:56:00,20.9
29826,574,1,5,2024-01-28 16:32:00,54.63
29827,858,1,8,2024-02-08 19:36:00,19.66
29828,623,8,1,2024-02-19 17:11:00,37.7
29829,1040,5,7,2024-03-23 16:50:00,26.82
29830,523,4,9,2024-01-13 20:35:00,23.39
29831,315,2,10,2024-03-04 19:40:00,19.68
29832,561,7,5,2024-02-07 18:33:00,13.5
29833,1843,3,9,2024-03-11 15:20:00,51.18
29834,949,4,5,2024-02-16 13:57:00,49.46
29835,92,5,8,2024-02-18 13:57:00,10.59
29836,1628,5,7,2024-01-18 21:36:00,10.67
29837,628,7,10,2024-03-05 06:53:00,22.6
29838,1995,6,1,2024-02-24 22:05:00,59.11
29839,383,6,1,2024-01-13 20:45:00,41.82
29840,1772,10,1,2024-01-17 15:42:00,26.11
29841,1066,9,5,2024-01-21 11:21:00,29.31
29842,40,6,9,2024-02-16 17:05:00,21.01
29843,395,4,10,2024-01-26 09:56:00,21.47
29844,1693,5,9,2024-01-12 20:29:00,35.66
29845,516,2,6,2024-03-14 16:20:00,22.39
29846,686,3,6,2024-02-13 07:29:00,27.26
29847,1380,3,7,2024-01-25 12:26:00,59.04
29848,1916,6,2,2024-03-20 18:31:00,59.32
29849,629,10,1,2024-02-17 20:49:00,50.41
29850,1876,1,9,2024-03-11 09:44:00,33.85
29851,538,7,2,2024-01-28 20:35:00,40.61
29852,1399,9,3,2024-01-25 16:53:00,26.35
29853,1218,7,9,2024-02-29 14:33:00,49.32
29854,69,1,10,2024-02-05 07:45:00,29.74
29855,61,1,10,2024-03-01 19:32:00,45.37
29856,749,4,3,2024-02-17 20:22:00,10.78
29857,1229,9,3,2024-01-17 15:38:00,20.34
29858,1630,8,4,2024-01-16 16:29:00,19.1
29859,1205,3,10,2024-02-04 09:12:00,41.0
29860,314,6,5,2024-01-30 15:08:00,42.33
29861,57,9,1,2024-01-04 09:34:00,28.61
29862,1416,10,5,2024-02-14 07:15:00,59.48
29863,259,8,5,2024-02-12 13:46:00,43.8
29864,1125,9,4,2024-01-28 13:17:00,45.66
29865,1202,10,9,2024-02-23 08:38:00,55.04
29866,143,1,7,2024-01-02 07:38:00,10.95
29867,1157,7,1,2024-03-28 07:22:00,57.68
29868,612,6,7,2024-02-29 10:42:00,29.31
29869,1505,8,9,2024-01-28 18:33:00,42.27
29870,38,6,3,2024-01-05 14:09:00,49.61
29871,747,3,9,2024-03-29 07:29:00,54.8
29872,536,8,9,2024-01-06 15:27:00,45.07
29873,574,1,8,2024-02-21 11:52:00,41.68
29874,1221,2,9,2024-03-30 17:48:00,49.1
29875,895,5,7,2024-01-25 13:22:00,11.79
29876,52,8,9,2024-02-02 20:50:00,57.4
29877,1249,2,7,2024-02-03 09:49:00,22.88
29878,175,4,9,2024-02-06 10:15:00,53.05
29879,317,2,8,2024-03-14 06:02:00,16.82
29880,1548,2,3,2024-03-23 17:20:00,28.35
29881,1954,4,8,2024-03-28 08:54:00,42.89
29882,1158,6,3,2024-01-09 18:33:00,37.09
29883,1719,3,1,2024-03-16 07:51:00,50.13
29884,694,4,8,2024-03-16 09:41:00,35.19
29885,1950,10,7,2024-02-26 10:14:00,26.42
29886,587,1,3,2024-03-17 16:01:00,11.44
29887,990,8,7,2024-03-20 10:38:00,11.95
29888,650,10,3,2024-02-01 21:21:00,24.21
29889,137,2,10,2024-01-01 14:05:00,51.33
29890,412,5,3,2024-02-01 21:04:00,24.99
29891,258,8,4,2024-01-20 11:57:00,39.82
29892,370,7,3,2024-01-16 12:37:00,35.09
29893,1391,9,6,2024-01-18 06:01:00,11.47
29894,1231,10,1,2024-01-06 18:31:00,50.85
29895,1414,9,5,2024-02-29 22:25:00,43.94
29896,1652,3,5,2024-01-21 07:12:00,10.87
29897,19,8,5,2024-03-10 11:52:00,26.5
29898,153,1,10,2024-03-09 10:38:00,22.8
29899,1029,1,2,2024-02-02 13:45:00,27.38
29900,1078,4,3,2024-02-03 22:12:00,26.52
29901,1617,8,7,2024-01-26 14:30:00,17.92
29902,407,1,7,2024-02-22 16:33:00,33.0
29903,1552,5,10,2024-03-09 08:25:00,13.15
29904,1199,5,9,2024-03-08 07:06:00,18.84
29905,1189,3,10,2024-01-27 18:54:00,18.47
29906,1803,2,10,2024-03-04 07:29:00,48.18
29907,827,6,2,2024-02-12 09:27:00,28.02
29908,1674,10,8,2024-03-25 17:57:00,58.23
29909,1625,3,6,2024-03-16 13:40:00,25.9
29910,1828,4,5,2024-02-07 18:05:00,16.11
29911,191,8,5,2024-03-21 16:04:00,38.15
29912,1140,8,6,2024-02-27 10:13:00,50.77
29913,275,2,9,2024-03-18 14:17:00,19.35
29914,1932,4,6,2024-02-06 14:41:00,37.01
29915,289,6,4,2024-03-07 07:04:00,26.44
29916,1897,2,10,2024-02-29 07:48:00,38.09
29917,1397,3,7,2024-01-23 06:19:00,28.44
29918,1940,3,8,2024-02-05 11:54:00,40.41
29919,1896,10,7,2024-03-11 16:56:00,27.32
29920,1391,10,5,2024-02-24 06:47:00,51.49
29921,1179,1,10,2024-01-19 07:46:00,11.49
29922,793,8,9,2024-02-23 09:55:00,35.24
29923,1008,6,3,2024-02-06 15:48:00,10.59
29924,342,3,6,2024-03-31 16:48:00,23.01
29925,151,7,1,2024-03-24 20:43:00,47.75
29926,1153,8,3,2024-01-14 09:19:00,23.78
29927,1180,8,1,2024-02-11 16:52:00,10.11
29928,1322,5,2,2024-03-06 10:51:00,41.75
29929,111,4,1,2024-02-24 18:46:00,11.64
29930,961,10,4,2024-01-23 12:27:00,12.85
29931,687,6,10,2024-01-31 06:26:00,40.64
29932,1351,10,5,2024-01-12 15:21:00,51.1
29933,39,3,6,2024-02-10 09:52:00,25.9
29934,113,2,6,2024-02-20 19:01:00,56.97
29935,437,10,7,2024-02-02 10:08:00,55.58
29936,215,7,10,2024-03-19 18:06:00,53.36
29937,728,5,4,2024-01-24 08:41:00,51.11
29938,535,5,8,2024-01-16 10:11:00,26.13
29939,1304,9,10,2024-02-12 18:12:00,19.31
29940,1018,7,1,2024-02-22 07:59:00,43.78
29941,1254,8,10,2024-03-11 21:19:00,32.14
29942,311,1,8,2024-03-27 07:36:00,54.9
29943,195,5,3,2024-02-04 13:57:00,55.01
29944,73,1,4,2024-03-26 20:34:00,23.91
29945,435,6,2,2024-03-23 10:02:00,48.15
29946,873,8,4,2024-02-07 17:15:00,29.3
29947,774,3,5,2024-03-18 10:22:00,47.59
29948,842,10,2,2024-03-17 21:27:00,51.1
29949,1727,4,10,2024-03-19 15:34:00,28.17
29950,859,7,2,2024-03-27 12:14:00,52.4
29951,1733,4,5,2024-02-13 22:46:00,33.93
29952,1375,6,5,2024-03-31 22:54:00,27.16
29953,1285,5,2,2024-01-15 15:47:00,43.45
29954,1931,7,5,2024-02-21 19:11:00,59.49
29955,223,5,8,2024-03-05 20:33:00,48.26
29956,108,9,4,2024-03-01 20:31:00,14.42
29957,173,2,5,2024-03-18 18:04:00,35.49
29958,1671,2,6,2024-03-18 07:21:00,41.08
29959,1278,5,8,2024-02-26 14:20:00,13.26
29960,1759,9,4,2024-03-25 17:05:00,32.06
29961,509,4,2,2024-01-14 20:00:00,43.26
29962,27,4,5,2024-02-03 06:53:00,13.5
29963,1133,4,3,2024-01-28 06:11:00,14.33
29964,690,8,4,2024-02-18 09:35:00,21.76
29965,740,4,1,2024-01-27 22:29:00,34.16
29966,670,8,10,2024-02-26 11:30:00,42.98
29967,42,9,1,2024-02-02 10:16:00,37.19
29968,479,10,2,2024-01-24 08:21:00,34.62
29969,1100,1,2,2024-02-03 21:07:00,20.33
29970,1390,7,3,2024-02-28 13:00:00,13.5
29971,1271,5,4,2024-02-03 16:07:00,28.19
29972,1058,4,9,2024-03-10 22:08:00,18.49
29973,1854,10,1,2024-02-05 21:09:00,33.13
29974,942,7,3,2024-01-26 09:55:00,41.64
29975,1594,7,10,2024-01-06 11:05:00,31.84
29976,705,7,3,2024-03-10 21:51:00,56.05
29977,340,5,10,2024-03-20 17:47:00,41.62
29978,309,1,7,2024-03-21 20:18:00,10.67
29979,935,9,3,2024-01-16 10:17:00,33.97
29980,428,6,8,2024-01-16 06:18:00,22.15
29981,1894,10,1,2024-01-10 22:50:00,46.94
29982,927,8,6,2024-02-14 10:41:00,48.09
29983,1464,3,2,2024-02-14 19:12:00,19.52
29984,1266,5,4,2024-01-07 11:26:00,46.98
29985,1638,6,9,2024-03-19 08:44:00,23.97
29986,1924,2,5,2024-01-08 21:23:00,39.71
29987,405,6,2,2024-02-12 07:40:00,40.91
29988,124,6,10,2024-01-08 11:49:00,41.1
29989,1289,1,2,2024-03-01 09:17:00,40.84
29990,1254,4,10,2024-01-31 20:05:00,29.48
29991,1157,9,7,2024-01-19 19:02:00,57.55
29992,1739,6,2,2024-01-04 21:00:00,11.12
29993,949,2,6,2024-01-21 20:27:00,35.31
29994,1277,3,7,2024-03-01 07:54:00,45.02
29995,1106,2,8,2024-01-24 06:30:00,41.3
29996,177,1,6,2024-03-23 20:44:00,39.48
29997,55,4,10,2024-03-21 10:19:00,48.53
29998,137,6,8,2024-03-07 11:38:00,18.84
29999,229,8,4,2024-01-14 08:15:00,28.5
30000,300,5,1,2024-01-24 16:11:00,32.42
30001,1039,2,6,2024-03-08 22:09:00,46.07
30002,573,3,2,2024-03-20 08:32:00,44.48
30003,1264,10,2,2024-02-08 06:03:00,42.64
30004,245,10,7,2024-02-04 19:10:00,40.83
30005,385,9,3,2024-03-26 13:34:00,47.78
30006,124,3,9,2024-01-09 12:48:00,55.2
30007,1998,9,10,2024-01-24 11:20:00,34.17
30008,332,4,2,2024-03-31 18:19:00,31.15
30009,1379,2,1,2024-02-24 07:17:00,30.26
30010,363,2,1,2024-01-01 22:50:00,33.91
30011,409,5,8,2024-03-07 21:23:00,27.41
30012,513,8,10,2024-03-30 22:23:00,21.76
30013,558,8,1,2024-02-10 22:47:00,35.79
30014,1722,8,6,2024-03-25 11:04:00,31.77
30015,1011,7,1,2024-03-10 15:03:00,24.23
30016,429,9,8,2024-03-08 08:00:00,29.89
30017,303,9,5,2024-02-17 07:19:00,38.37
30018,695,1,4,2024-03-01 22:39:00,36.93
30019,968,6,10,2024-02-01 17:45:00,32.42
30020,1884,3,9,2024-02-01 08:06:00,17.07
30021,2,8,5,2024-02-10 22:56:00,42.96
30022,33,3,7,2024-01-16 07:47:00,28.33
30023,348,7,3,2024-02-29 12:35:00,33.43
30024,672,5,10,2024-02-16 22:22:00,38.38
30025,225,3,10,2024-01-11 11:06:00,37.2
30026,2000,6,4,2024-03-26 15:07:00,19.97
30027,803,2,4,2024-03-12 14:20:00,49.49
30028,739,9,3,2024-01-05 17:03:00,25.1
30029,1838,8,10,2024-02-02 08:41:00,40.98
30030,774,2,3,2024-02-12 18:30:00,55.46
30031,656,2,1,2024-01-09 06:16:00,31.97
30032,311,7,4,2024-03-13 18:45:00,29.45
30033,878,6,10,2024-01-19 08:54:00,43.13
30034,711,1,4,2024-01-26 07:17:00,53.37
30035,465,9,3,2024-03-06 08:58:00,52.32
30036,473,7,3,2024-02-01 22:19:00,25.1
30037,1614,10,6,2024-03-11 12:30:00,35.05
30038,1816,10,4,2024-03-15 08:27:00,57.98
30039,133,1,10,2024-02-06 06:08:00,43.76
30040,473,9,6,2024-01-30 20:08:00,38.39
30041,1329,8,2,2024-02-27 20:17:00,44.73
30042,1682,8,10,2024-02-13 18:03:00,25.64
30043,1755,2,7,2024-02-23 09:24:00,46.53
30044,60,6,7,2024-01-02 18:47:00,47.78
30045,619,3,1,2024-03-22 09:27:00,18.24
30046,574,5,2,2024-01-13 09:38:00,59.99
30047,321,9,8,2024-03-08 12:55:00,36.09
30048,1748,4,8,2024-03-12 15:13:00,54.98
30049,1869,4,2,2024-01-07 06:02:00,52.51
30050,679,8,1,2024-01-14 07:30:00,17.3
30051,235,10,7,2024-02-04 13:14:00,45.43
30052,713,3,10,2024-02-03 19:11:00,53.11
30053,480,9,1,2024-02-23 17:41:00,59.62
30054,1509,1,10,2024-02-15 09:08:00,19.64
30055,989,1,8,2024-01-03 17:54:00,57.32
30056,676,2,8,2024-02-22 21:09:00,53.58
30057,279,9,7,2024-01-26 06:46:00,41.69
30058,1257,7,2,2024-03-13 14:29:00,59.37
